"project_id","grid_type","shrink_distance","shrink_type","nodes_in_shrunk_grids","nodes_in_border_buffer","area_of_shrunk_grids","area_of_border_buffer","nodes_per_area_shrunk_grids","nodes_per_area_border_buffer"
14250,"ORIGINAL","10","percentage",738,108,"176255372.70708856","19566671.907596767","4.187106405127584e-06","5.519589662975284e-06"
14250,"ORIGINAL","15","percentage",705,141,"166446426.56856078","29375618.046124548","4.2355970899117154e-06","4.799899010758066e-06"
14251,"MOCKUP","5","percentage",111,5,"4291946.773256679","221920.28285718244","2.5862389694962247e-05","2.2530612955363647e-05"
14251,"MOCKUP","10","percentage",106,10,"4066454.1512225247","447412.9048913368","2.6066935973723576e-05","2.2350718744754805e-05"
14251,"MOCKUP","15","percentage",102,14,"3839481.0568946674","674385.999219194","2.656609017951414e-05","2.0759624334148747e-05"
14251,"ORIGINAL","5","percentage",104,12,"4287444.294439071","226422.7616747152","2.4256874925440026e-05","5.299820526542075e-05"
14251,"ORIGINAL","10","percentage",94,22,"4061751.1498525953","452115.9062611908","2.3142727491666087e-05","4.8660088475830874e-05"
14251,"ORIGINAL","15","percentage",88,28,"3836262.865657499","677604.190456287","2.293899116970902e-05","4.132205850312892e-05"
14252,"MOCKUP","5","percentage",604,29,"226317170.3664394","11727672.581691086","2.6688209251734585e-06","2.472783904734345e-06"
14252,"MOCKUP","10","percentage",564,69,"214413938.62675336","23630904.32137713","2.630426005007994e-06","2.9199051827052093e-06"
14252,"MOCKUP","15","percentage",539,94,"202533041.3564204","35511801.59171009","2.6612941591661603e-06","2.647007354927987e-06"
14252,"ORIGINAL","5","percentage",592,41,"226239775.94146857","11805067.006642878","2.6166928319145735e-06","3.473084903027549e-06"
14252,"ORIGINAL","10","percentage",550,83,"214238996.3237453","23805846.624366134","2.567226366057431e-06","3.486538467195136e-06"
14252,"ORIGINAL","15","percentage",512,121,"202314120.82399637","35730722.12411508","2.530718063151981e-06","3.386441493672911e-06"
14253,"MOCKUP","5","percentage",924,50,"378255565.65970767","19616795.684415042","2.442792873089576e-06","2.548836252585508e-06"
14253,"MOCKUP","10","percentage",878,96,"358376966.9126246","39495394.43149811","2.449934234233485e-06","2.430663154067369e-06"
14253,"MOCKUP","15","percentage",840,134,"338510928.175461","59361433.16866171","2.48145607743748e-06","2.2573578980020606e-06"
14253,"ORIGINAL","5","percentage",897,77,"377996168.39478964","19876192.949378908","2.3730399273866405e-06","3.873981310007664e-06"
14253,"ORIGINAL","10","percentage",835,139,"358000386.1223896","39871975.22177893","2.3323997190174496e-06","3.486157864686754e-06"
14253,"ORIGINAL","15","percentage",778,196,"338183126.09891206","59689235.24525648","2.3005287371211124e-06","3.2836741699681292e-06"
14254,"MOCKUP","5","percentage",718,33,"403488649.8336696","20852392.924322307","1.7794800431089737e-06","1.5825521857258253e-06"
14254,"MOCKUP","10","percentage",686,65,"382246327.5792532","42094715.17873621","1.7946542595828287e-06","1.5441368286733105e-06"
14254,"MOCKUP","15","percentage",626,125,"361024399.28651905","63316643.47143412","1.733954827532831e-06","1.974204461049722e-06"
14254,"ORIGINAL","5","percentage",684,67,"403126454.32315737","21214588.434809685","1.6967380648546736e-06","3.1582040917684696e-06"
14254,"ORIGINAL","10","percentage",636,115,"381914151.32450503","42426891.433462024","1.665295715789288e-06","2.7105450367570336e-06"
14254,"ORIGINAL","15","percentage",595,156,"360675134.8349254","63665907.92304164","1.649684002398227e-06","2.4502909812983486e-06"
14255,"MOCKUP","5","percentage",767,37,"411146309.5286552","21276601.395988524","1.8655159543552787e-06","1.7389995381017926e-06"
14255,"MOCKUP","10","percentage",719,85,"389504089.1640732","42918821.76057047","1.8459369747390024e-06","1.980483072769009e-06"
14255,"MOCKUP","15","percentage",678,126,"367878636.60772145","64544274.31692225","1.8429991103913137e-06","1.9521483715398325e-06"
14255,"ORIGINAL","5","percentage",715,89,"410808512.67110974","21614398.25348991","1.740470262777694e-06","4.117625619562638e-06"
14255,"ORIGINAL","10","percentage",674,130,"389235269.11497486","43187641.80962479","1.731600534382483e-06","3.0101203620482984e-06"
14255,"ORIGINAL","15","percentage",637,167,"367539455.6017959","64883455.322803736","1.7331472588623148e-06","2.573845661719972e-06"
14262,"MOCKUP","5","percentage",6823,346,"2154295703.1343703","111572678.63979626","3.167160381034482e-06","3.1011176232223855e-06"
14262,"MOCKUP","10","percentage",6481,688,"2041054061.80748","224814319.9666865","3.1753201060537673e-06","3.06030327650814e-06"
14262,"MOCKUP","15","percentage",6087,1082,"1927749349.881462","338119031.8927045","3.1575681767830924e-06","3.2000564828996426e-06"
14262,"ORIGINAL","5","percentage",6464,705,"2152759356.9576507","113109024.81737852","3.0026579511121646e-06","6.232924394302452e-06"
14262,"ORIGINAL","10","percentage",6055,1114,"2039704094.8050573","226164286.9699719","2.9685678503178672e-06","4.925622939522309e-06"
14262,"ORIGINAL","15","percentage",5660,1509,"1925927873.1105306","339940508.66449857","2.9388431825635495e-06","4.439012008096084e-06"
14295,"MOCKUP","5","percentage",378,23,"55294506.880782485","2860857.132437527","6.836122091024077e-06","8.0395486161182e-06"
14295,"MOCKUP","10","percentage",362,39,"52385190.20795131","5770173.805268705","6.9103500161588355e-06","6.7588951938309686e-06"
14295,"MOCKUP","15","percentage",342,59,"49479204.35167034","8676159.661549672","6.911994735591471e-06","6.800243690935242e-06"
14295,"ORIGINAL","5","percentage",333,68,"55250712.40250799","2904651.610708095","6.027071607223008e-06","2.3410724972769793e-05"
14295,"ORIGINAL","10","percentage",310,91,"52345008.36758368","5810355.645632409","5.92224568621862e-06","1.5661691908378084e-05"
14295,"ORIGINAL","15","percentage",290,111,"49428739.259475194","8726624.753740892","5.867032102066183e-06","1.2719694398732682e-05"
14297,"MOCKUP","5","percentage",452,23,"37100830.86830607","1920840.3139946759","1.218301556653621e-05","1.1973926115788379e-05"
14297,"MOCKUP","10","percentage",428,47,"35149820.02414206","3871851.1581586897","1.2176449259371327e-05","1.2138896378018692e-05"
14297,"MOCKUP","15","percentage",411,64,"33198504.068974905","5823167.113325842","1.2380075895771853e-05","1.0990582745520257e-05"
14297,"ORIGINAL","5","percentage",455,20,"37073728.99656552","1947942.1857312545","1.2272841505696683e-05","1.0267245171083983e-05"
14297,"ORIGINAL","10","percentage",443,32,"35119678.490681104","3901992.691615671","1.2614010692539473e-05","8.200937964020118e-06"
14297,"ORIGINAL","15","percentage",412,63,"33167694.889269043","5853976.2930277325","1.2421725458325323e-05","1.0761915806703036e-05"
14311,"MOCKUP","5","percentage",7370,441,"1258212545.0962927","65143634.160303116","5.85751590915505e-06","6.769656094328466e-06"
14311,"MOCKUP","10","percentage",7009,802,"1192040791.0700939","131315388.18650198","5.879832345089489e-06","6.107433493330968e-06"
14311,"MOCKUP","15","percentage",6665,1146,"1125902997.721912","197453181.53468394","5.919692916250851e-06","5.803907493882025e-06"
14311,"ORIGINAL","5","percentage",7254,557,"1257244230.3270912","66111948.930324316","5.769762012041815e-06","8.42510331357838e-06"
14311,"ORIGINAL","10","percentage",6820,991,"1191049970.117998","132306209.13941765","5.726040192355943e-06","7.4902002441603776e-06"
14311,"ORIGINAL","15","percentage",6390,1421,"1124786564.888973","198569614.36844254","5.681077814643664e-06","7.1561804887396255e-06"
14331,"MOCKUP","5","percentage",509,29,"141895711.6724296","7342014.965287477","3.5871415281036923e-06","3.949869366530841e-06"
14331,"MOCKUP","10","percentage",499,39,"134452555.41287687","14785171.22484377","3.7113463442005316e-06","2.6377780417224825e-06"
14331,"MOCKUP","15","percentage",439,99,"126956061.32928321","22281665.30844426","3.4578892524191906e-06","4.443114939101126e-06"
14331,"ORIGINAL","5","percentage",492,46,"141770645.98812592","7467080.649587572","3.4703940055489887e-06","6.160372729138892e-06"
14331,"ORIGINAL","10","percentage",449,89,"134317424.35003024","14920302.287683249","3.342827650044191e-06","5.9650265982526206e-06"
14331,"ORIGINAL","15","percentage",423,115,"126863797.56433225","22373929.073381245","3.3342845486356972e-06","5.139910814181405e-06"
14332,"MOCKUP","5","percentage",301,10,"6780714.3798686415","350950.7205303209","4.4390602986263975e-05","2.8494028976173696e-05"
14332,"MOCKUP","10","percentage",268,43,"6421703.053566992","709962.0468320008","4.1733477515927334e-05","6.056661788031486e-05"
14332,"MOCKUP","15","percentage",264,47,"6066942.693673803","1064722.4067251626","4.35145036519434e-05","4.414296130440329e-05"
14332,"ORIGINAL","5","percentage",297,14,"6776400.017045908","355265.0833529094","4.3828581437474476e-05","3.940719382797557e-05"
14332,"ORIGINAL","10","percentage",275,36,"6418699.986756769","712965.1136420481","4.2843566542662416e-05","5.049335417844048e-05"
14332,"ORIGINAL","15","percentage",259,52,"6053787.07061233","1077878.029786487","4.278313673391268e-05","4.8242935251496395e-05"
14333,"MOCKUP","5","percentage",480,17,"110551324.93116608","5707495.780336723","4.3418746930339214e-06","2.978539214793262e-06"
14333,"MOCKUP","10","percentage",446,51,"104725409.76844847","11533410.94305417","4.258756313163362e-06","4.421935561978221e-06"
14333,"MOCKUP","15","percentage",428,69,"98912989.20287925","17345831.50862421","4.327035341355768e-06","3.9779009709447335e-06"
14333,"ORIGINAL","5","percentage",458,39,"110462422.05303492","5796398.6584661305","4.146206388450421e-06","6.7283156832281024e-06"
14333,"ORIGINAL","10","percentage",432,65,"104615951.53021026","11642869.18129079","4.129389387384677e-06","5.58281631339207e-06"
14333,"ORIGINAL","15","percentage",408,89,"98814089.09148806","17444731.620012984","4.128965856500978e-06","5.101826840253433e-06"
14334,"MOCKUP","5","percentage",754,34,"237194801.43202403","12283976.28522867","3.1788217762271803e-06","2.7678334124500537e-06"
14334,"MOCKUP","10","percentage",716,72,"224741517.1563085","24737260.560947597","3.185882203963318e-06","2.9105890614931508e-06"
14334,"MOCKUP","15","percentage",653,135,"212282346.31796977","37196431.3992821","3.076091871633526e-06","3.6293804249889826e-06"
14334,"ORIGINAL","5","percentage",706,82,"237127063.60935524","12351714.107864618","2.977306720092774e-06","6.638754692985383e-06"
14334,"ORIGINAL","10","percentage",656,132,"224545026.84605098","24933750.87116888","2.9214630544890954e-06","5.294028992349995e-06"
14334,"ORIGINAL","15","percentage",608,180,"212061948.42472807","37416829.29249179","2.867086738174582e-06","4.810669514322516e-06"
14335,"MOCKUP","5","percentage",994,55,"283586209.84938306","14692704.80634123","3.5051069673942486e-06","3.7433543193668826e-06"
14335,"MOCKUP","10","percentage",947,102,"268696357.24545527","29582557.410269022","3.524424408682666e-06","3.4479777588327315e-06"
14335,"MOCKUP","15","percentage",905,144,"253763779.32148987","44515135.33423442","3.56630880269744e-06","3.234854817778272e-06"
14335,"ORIGINAL","5","percentage",963,86,"283374016.36633044","14904898.289399445","3.3983355720063134e-06","5.76991525404533e-06"
14335,"ORIGINAL","10","percentage",889,160,"268423086.36641338","29855828.289316505","3.311935690905746e-06","5.359087627699607e-06"
14335,"ORIGINAL","15","percentage",845,204,"253532278.87905362","44746635.77667627","3.3329089445178824e-06","4.559001955323152e-06"
14336,"MOCKUP","5","percentage",635,34,"330788510.67478025","17146962.636446416","1.9196555488116995e-06","1.982858464258382e-06"
14336,"MOCKUP","10","percentage",600,69,"313431263.76063967","34504209.550587","1.914295315665148e-06","1.999755997854069e-06"
14336,"MOCKUP","15","percentage",573,96,"296057001.0917999","51878472.21942675","1.935438101064622e-06","1.8504785490589528e-06"
14336,"ORIGINAL","5","percentage",628,41,"330553170.51495343","17382302.79624909","1.8998456406322406e-06","2.358720848473963e-06"
14336,"ORIGINAL","10","percentage",590,79,"313135785.1072065","34799688.203996","1.8841666397151161e-06","2.2701352821583193e-06"
14336,"ORIGINAL","15","percentage",556,113,"295723437.84407187","52212035.46713066","1.8801350479807623e-06","2.1642519581742323e-06"
14337,"MOCKUP","5","percentage",722,48,"316871392.720106","16435197.957806885","2.2785269247632776e-06","2.9205611105645074e-06"
14337,"MOCKUP","10","percentage",684,86,"300239702.0701022","33066888.607810676","2.2781797186845546e-06","2.6007889952998507e-06"
14337,"MOCKUP","15","percentage",668,102,"283608812.2320471","49697778.44586581","2.3553569959365236e-06","2.0524056243500966e-06"
14337,"ORIGINAL","5","percentage",697,73,"316527894.67462","16778696.00330335","2.2020176159086786e-06","4.350755266418078e-06"
14337,"ORIGINAL","10","percentage",664,106,"299993185.11638045","33313405.56154287","2.2133836131724305e-06","3.181902246654927e-06"
14337,"ORIGINAL","15","percentage",624,146,"283311714.0923057","49994876.5856176","2.2025210005848708e-06","2.920299238062344e-06"
14338,"MOCKUP","5","percentage",510,23,"114939194.49943383","5952116.171331093","4.437128711585952e-06","3.864171890794334e-06"
14338,"MOCKUP","10","percentage",479,54,"108906342.59764321","11984968.073121712","4.3982745960873524e-06","4.505644042649058e-06"
14338,"MOCKUP","15","percentage",439,94,"102842560.37995943","18048750.29080549","4.268660741020858e-06","5.2081168216885405e-06"
14338,"ORIGINAL","5","percentage",495,38,"114850462.88904898","6040847.781699091","4.309952154726565e-06","6.2905077852022705e-06"
14338,"ORIGINAL","10","percentage",463,70,"108810823.71240287","12080486.958345205","4.255091398110836e-06","5.794468405236262e-06"
14338,"ORIGINAL","15","percentage",446,87,"102761318.18170606","18129992.489042014","4.340154524014257e-06","4.7986782152603675e-06"
14339,"MOCKUP","5","percentage",199,10,"9915511.010324493","516280.3288300149","2.0069565733202445e-05","1.9369322132923052e-05"
14339,"MOCKUP","10","percentage",181,28,"9397290.945362391","1034500.393792117","1.926087007972488e-05","2.706620526006934e-05"
14339,"MOCKUP","15","percentage",169,40,"8871946.84891199","1559844.4902425185","1.9048806634896073e-05","2.5643581940518287e-05"
14339,"ORIGINAL","5","percentage",201,8,"9910506.94444845","521284.3947063349","2.028150538884328e-05","1.5346709169198885e-05"
14339,"ORIGINAL","10","percentage",190,19,"9389378.73335437","1042412.6058004163","2.023563064136004e-05","1.822694765419769e-05"
14339,"ORIGINAL","15","percentage",180,29,"8866666.022344576","1565125.3168102093","2.030075335491246e-05","1.852886774530183e-05"
14341,"MOCKUP","5","percentage",348,16,"2217868702.240852","114939877.04701614","1.5690739476525087e-07","1.3920321137506699e-07"
14341,"MOCKUP","10","percentage",329,35,"2101335467.0151143","231473112.27275372","1.5656709990591597e-07","1.512054668308868e-07"
14341,"MOCKUP","15","percentage",306,58,"1984715931.6765764","348092647.61129165","1.5417823534147196e-07","1.6662230701513547e-07"
14341,"ORIGINAL","5","percentage",318,46,"2216241485.146816","116567094.141541","1.4348616887249269e-07","3.946225162321086e-07"
14341,"ORIGINAL","10","percentage",294,70,"2099722312.0800457","233086267.20831108","1.4001851497627563e-07","3.003179931550426e-07"
14341,"ORIGINAL","15","percentage",271,93,"1982755811.6302814","350052767.65807533","1.3667845450780732e-07","2.656742314085646e-07"
14397,"MOCKUP","5","percentage",226,10,"25230466.082868677","1306976.4075770937","8.957424696702394e-06","7.6512475221632e-06"
14397,"MOCKUP","10","percentage",214,22,"23905802.042674348","2631640.4477714226","8.95180172654269e-06","8.35980463008557e-06"
14397,"MOCKUP","15","percentage",205,31,"22578059.993378174","3959382.4970675968","9.079610916975311e-06","7.829503722603023e-06"
14397,"ORIGINAL","5","percentage",226,10,"25220253.29277832","1317189.197670877","8.961051952032292e-06","7.591923785650933e-06"
14397,"ORIGINAL","10","percentage",215,21,"23885714.44725204","2651728.0431971587","9.001196111374216e-06","7.919364149681253e-06"
14397,"ORIGINAL","15","percentage",200,36,"22555061.885344468","3982380.6051047295","8.867189148789406e-06","9.039819035341365e-06"
14413,"MOCKUP","5","percentage",1801,91,"1147784527.3306944","59465784.09809232","1.5691098434550549e-06","1.530291769967922e-06"
14413,"MOCKUP","10","percentage",1714,178,"1087469268.232831","119781043.19595575","1.5761364942158774e-06","1.4860448302224332e-06"
14413,"MOCKUP","15","percentage",1588,304,"1027119697.6445504","180130613.7842363","1.5460710213636174e-06","1.6876642654653733e-06"
14413,"ORIGINAL","5","percentage",1691,201,"1146946565.672106","60303745.75775814","1.4743494166261188e-06","3.333126283853456e-06"
14413,"ORIGINAL","10","percentage",1582,310,"1086667744.5668423","120582566.86302185","1.4558267767767439e-06","2.570852554102208e-06"
14413,"ORIGINAL","15","percentage",1483,409,"1026098952.4489963","181151358.98086786","1.4452797134823257e-06","2.257780467676183e-06"
14417,"MOCKUP","5","percentage",173,10,"83727925.87249078","4336871.226084471","2.066216237859058e-06","2.305809759776627e-06"
14417,"MOCKUP","10","percentage",169,14,"79333038.03609043","8731759.062484816","2.130260030166978e-06","1.603342453658586e-06"
14417,"MOCKUP","15","percentage",148,35,"74922827.48135932","13141969.617215931","1.975365919509941e-06","2.6632233234012448e-06"
14417,"ORIGINAL","5","percentage",176,7,"83713398.18520884","4351398.913361311","2.102411368017994e-06","1.608678068679466e-06"
14417,"ORIGINAL","10","percentage",169,14,"79363218.02805695","8701579.070513204","2.129449941662574e-06","1.6089033825413834e-06"
14417,"ORIGINAL","15","percentage",160,23,"74852057.63190831","13212739.46666184","2.137549789036052e-06","1.740744230826106e-06"
14418,"MOCKUP","5","percentage",275,18,"361487236.1482578","18702287.612149417","7.607460858928182e-07","9.62449106402727e-07"
14418,"MOCKUP","10","percentage",266,27,"342466267.2085487","37723256.551858485","7.767188347283743e-07","7.157388430365991e-07"
14418,"MOCKUP","15","percentage",252,41,"323466380.27095896","56723143.48944825","7.790608711449594e-07","7.228090242852444e-07"
14418,"ORIGINAL","5","percentage",270,23,"361176722.30863255","19012801.451814055","7.475564822510343e-07","1.209711259978761e-06"
14418,"ORIGINAL","10","percentage",249,44,"342193019.6098907","37996504.15055591","7.276594954621422e-07","1.158001268370797e-06"
14418,"ORIGINAL","15","percentage",221,72,"323156916.8028446","57032606.957602024","6.83878291037262e-07","1.262435716002334e-06"
14419,"MOCKUP","5","percentage",507,24,"313010259.3781977","16252162.087666273","1.6197552150755937e-06","1.4767265961624604e-06"
14419,"MOCKUP","10","percentage",484,47,"296578852.10492927","32683569.36093968","1.631943736260606e-06","1.4380314304400903e-06"
14419,"MOCKUP","15","percentage",454,77,"280139657.4320118","49122764.03385389","1.6206202440658837e-06","1.5675013716030716e-06"
14419,"ORIGINAL","5","percentage",474,57,"312816774.24023944","16445647.225646317","1.515264010861431e-06","3.465962708424806e-06"
14419,"ORIGINAL","10","percentage",441,90,"296349702.2652762","32912719.200609565","1.4881067759779312e-06","2.734505145303617e-06"
14419,"ORIGINAL","15","percentage",413,118,"279882986.34464765","49379435.12123811","1.4756166689297512e-06","2.389658766048706e-06"
14420,"MOCKUP","5","percentage",310,11,"104855960.37955144","5434100.784181401","2.9564366095916744e-06","2.024253954218306e-06"
14420,"MOCKUP","10","percentage",290,31,"99335915.74686709","10954145.416865751","2.919387190620893e-06","2.8299788637341147e-06"
14420,"MOCKUP","15","percentage",282,39,"93822085.38270496","16467975.781027883","3.0056888935020785e-06","2.368232776060455e-06"
14420,"ORIGINAL","5","percentage",278,43,"104748011.84627457","5542049.317448452","2.653988320160057e-06","7.758862748590103e-06"
14420,"ORIGINAL","10","percentage",260,61,"99255408.0805931","11034653.083129928","2.6195046197269775e-06","5.528039671066636e-06"
14420,"ORIGINAL","15","percentage",243,78,"93740034.33266664","16550026.831056386","2.592275560062592e-06","4.712983295811447e-06"
14421,"MOCKUP","5","percentage",597,36,"431906909.92093295","22361795.85334474","1.3822422987149934e-06","1.6098885901695298e-06"
14421,"MOCKUP","10","percentage",570,63,"409211540.92957336","45057164.84470433","1.3929225913452398e-06","1.3982237945316378e-06"
14421,"MOCKUP","15","percentage",550,83,"386483458.1595757","67785247.61470199","1.4230880737278791e-06","1.2244552158572934e-06"
14421,"ORIGINAL","5","percentage",569,64,"431693806.315063","22574899.459283233","1.3180638491364568e-06","2.8350070889765124e-06"
14421,"ORIGINAL","10","percentage",533,100,"408852404.8544133","45416300.91993296","1.303648929715343e-06","2.2018525942105197e-06"
14421,"ORIGINAL","15","percentage",507,126,"386112618.56548893","68156087.2088573","1.313088398622246e-06","1.8486976755852489e-06"
14422,"MOCKUP","5","percentage",68,4,"305844740.690631","15825229.886440277","2.2233503131833668e-07","2.527609411492574e-07"
14422,"MOCKUP","10","percentage",67,5,"289759751.35430187","31910219.22276938","2.3122604049337474e-07","1.5668961610994746e-07"
14422,"MOCKUP","15","percentage",60,12,"273675573.8876042","47994396.68946707","2.1923768770332936e-07","2.500291873162256e-07"
14422,"ORIGINAL","5","percentage",61,11,"305522242.4306142","16147728.146405041","1.9965813131871552e-07","6.812103783434652e-07"
14422,"ORIGINAL","10","percentage",58,14,"289526072.79303586","32143897.78398335","2.003273813666536e-07","4.355414546824472e-07"
14422,"ORIGINAL","15","percentage",55,17,"273402679.97836185","48267290.59865737","2.0116847429715363e-07","3.5220539187407554e-07"
14423,"MOCKUP","5","percentage",140,6,"249309645.65945175","12923756.98179391","5.615506757858663e-07","4.642612831897398e-07"
14423,"MOCKUP","10","percentage",128,18,"236244330.2597402","25989072.381503344","5.418119446899303e-07","6.92598786742799e-07"
14423,"MOCKUP","15","percentage",126,20,"223074238.5591293","39159164.08211315","5.64834383449444e-07","5.107361321110392e-07"
14423,"ORIGINAL","5","percentage",131,15,"249141873.41539767","13091529.22586593","5.258048284062707e-07","1.1457790561520773e-06"
14423,"ORIGINAL","10","percentage",123,23,"236013136.93251905","26220265.708744556","5.211574304661193e-07","8.771840932309627e-07"
14423,"ORIGINAL","15","percentage",113,33,"222884626.32960567","39348776.311657935","5.069887585377631e-07","8.386537801995898e-07"
14424,"MOCKUP","5","percentage",257,15,"136519531.78282866","7091140.735143989","1.882514513812047e-06","2.1153155127297606e-06"
14424,"MOCKUP","10","percentage",251,21,"129364300.5074538","14246372.010517478","1.9402570803182113e-06","1.474059499814873e-06"
14424,"MOCKUP","15","percentage",231,41,"122193428.30940366","21417244.20856908","1.8904453635189716e-06","1.9143452631312774e-06"
14424,"ORIGINAL","5","percentage",241,31,"136439078.81123024","7171593.706750959","1.766356106328119e-06","4.322609627315926e-06"
14424,"ORIGINAL","10","percentage",234,38,"129255837.57146055","14354834.946520656","1.8103631092919146e-06","2.6471917052038615e-06"
14424,"ORIGINAL","15","percentage",221,51,"122081119.33617283","21529553.181808367","1.81027173736371e-06","2.3688368991834447e-06"
14425,"MOCKUP","5","percentage",110,9,"126541150.81870775","6543923.759889394","8.692824372807717e-07","1.3753216464967066e-06"
14425,"MOCKUP","10","percentage",107,12,"119881311.77942641","13203762.799170732","8.925494592257452e-07","9.088318369937443e-07"
14425,"MOCKUP","15","percentage",104,15,"113217421.4835238","19867653.095073342","9.185865446965228e-07","7.549960696525151e-07"
14425,"ORIGINAL","5","percentage",100,19,"126414512.83538844","6670561.743209749","7.910484149095738e-07","2.848335827089962e-06"
14425,"ORIGINAL","10","percentage",92,27,"119783141.23058297","13301933.348015219","7.680546615729477e-07","2.0297801299710066e-06"
14425,"ORIGINAL","15","percentage",86,33,"113118678.34366907","19966396.234929115","7.602634795530492e-07","1.6527769764615792e-06"
14427,"MOCKUP","5","percentage",173,10,"6409322.246416863","334846.8054644102","2.6991933522567973e-05","2.986440317425357e-05"
14427,"MOCKUP","10","percentage",164,19,"6073380.059224823","670788.9926564507","2.700308533316655e-05","2.832485357989615e-05"
14427,"MOCKUP","15","percentage",155,28,"5736621.066630019","1007547.9852512544","2.7019389672020786e-05","2.7790239680760793e-05"
14427,"ORIGINAL","5","percentage",177,6,"6407064.16489314","337104.8869874943","2.7625757358550207e-05","1.7798614708966185e-05"
14427,"ORIGINAL","10","percentage",169,14,"6070076.864509912","674092.1873707222","2.7841492582754103e-05","2.076867268645645e-05"
14427,"ORIGINAL","15","percentage",157,26,"5731260.020178561","1012909.0317020733","2.7393627133865157e-05","2.566864267792152e-05"
14428,"MOCKUP","5","percentage",97,4,"3277337.803612325","171032.40125565883","2.9597193152651315e-05","2.3387381400444757e-05"
14428,"MOCKUP","10","percentage",93,8,"3108948.148265978","339422.05660200585","2.9913654253729172e-05","2.3569475950057406e-05"
14428,"MOCKUP","15","percentage",81,20,"2932122.143092491","516248.0617754925","2.762504290307968e-05","3.874106554747253e-05"
14428,"ORIGINAL","5","percentage",97,4,"3276070.676116359","172299.52875158424","2.9608640835242705e-05","2.3215385607740506e-05"
14428,"ORIGINAL","10","percentage",90,11,"3102940.3005532995","345429.9043146437","2.9004747524131125e-05","3.184437671030464e-05"
14428,"ORIGINAL","15","percentage",89,12,"2931345.356454139","517024.8484138041","3.03614856584683e-05","2.320971619993731e-05"
14429,"MOCKUP","5","percentage",143,4,"3249947.1606317353","167224.3399993619","4.400071537538573e-05","2.391996284760498e-05"
14429,"MOCKUP","10","percentage",129,18,"3078183.995411181","338987.50521991635","4.1907826235308683e-05","5.3099302253994864e-05"
14429,"MOCKUP","15","percentage",123,24,"2906246.3214883544","510925.1791427429","4.2322634213953665e-05","4.697360979599491e-05"
14429,"ORIGINAL","5","percentage",141,6,"3246364.02147852","170807.47915250342","4.3433206832973446e-05","3.5127267434483776e-05"
14429,"ORIGINAL","10","percentage",135,12,"3075307.1465970613","341864.3540339619","4.3898054264069975e-05","3.5101641508982486e-05"
14429,"ORIGINAL","15","percentage",123,24,"2904546.975810305","512624.524820718","4.234739566079343e-05","4.681789270303368e-05"
14430,"MOCKUP","5","percentage",1382,72,"186425117.45335776","9691671.623106629","7.41316416413559e-06","7.429058969387643e-06"
14430,"MOCKUP","10","percentage",1320,134,"176633707.5721915","19483081.50427288","7.473092300123442e-06","6.877762122517024e-06"
14430,"MOCKUP","15","percentage",1226,228,"166842161.76304927","29274627.31341511","7.34826249579034e-06","7.788314350137565e-06"
14430,"ORIGINAL","5","percentage",1352,102,"186317519.48703656","9799269.589438826","7.256429796415728e-06","1.0408939061124579e-05"
14430,"ORIGINAL","10","percentage",1276,178,"176515894.86534813","19600894.21112725","7.228810759356107e-06","9.081218340485252e-06"
14430,"ORIGINAL","15","percentage",1202,252,"166695565.98868853","29421223.087786853","7.210749685336946e-06","8.5652455456418e-06"
14431,"MOCKUP","5","percentage",604,30,"279591447.77707744","14494549.243496656","2.1602949761237992e-06","2.069743563323313e-06"
14431,"MOCKUP","10","percentage",579,55,"264914500.4319574","29171496.5886167","2.1856108255905557e-06","1.8854020681771295e-06"
14431,"MOCKUP","15","percentage",541,93,"250194800.87374094","43891196.14683315","2.1623151165040073e-06","2.11887595154342e-06"
14431,"ORIGINAL","5","percentage",592,42,"279424888.83107847","14661108.189468563","2.118637328537629e-06","2.864722056288326e-06"
14431,"ORIGINAL","10","percentage",551,83,"265127588.51264378","28958408.507903248","2.078244678688816e-06","2.866179609882493e-06"
14431,"ORIGINAL","15","percentage",518,116,"249966074.1959922","44119922.82455483","2.072281215225427e-06","2.6291977087376157e-06"
14432,"MOCKUP","5","percentage",837,50,"260916236.3963741","13509332.480519235","3.207926082179344e-06","3.701145121130236e-06"
14432,"MOCKUP","10","percentage",797,90,"247203917.55980274","27221651.3170906","3.224058938334553e-06","3.3061917865171977e-06"
14432,"MOCKUP","15","percentage",749,138,"233444571.72852895","40980997.148364395","3.208470406718246e-06","3.367414401860345e-06"
14432,"ORIGINAL","5","percentage",792,95,"260712522.90294302","13713045.9739604","3.037828759360526e-06","6.927709582567928e-06"
14432,"ORIGINAL","10","percentage",723,164,"246999966.86235762","27425602.0145458","2.9271258987775356e-06","5.979814040655109e-06"
14432,"ORIGINAL","15","percentage",671,216,"233255779.3338073","41169789.543096125","2.8766704169835227e-06","5.246565561718341e-06"
14433,"MOCKUP","5","percentage",1021,52,"368044413.5749751","19052675.251954794","2.7741217155902028e-06","2.7292755118294914e-06"
14433,"MOCKUP","10","percentage",968,105,"348670063.0202507","38427025.80667919","2.7762635874585503e-06","2.7324519084104977e-06"
14433,"MOCKUP","15","percentage",884,189,"329246520.2429846","57850568.583945274","2.6849182774888744e-06","3.267037898266248e-06"
