"project_id","grid_type","shrink_distance","shrink_type","nodes_in_shrunk_grids","nodes_in_border_buffer","area_of_shrunk_grids","area_of_border_buffer","nodes_per_area_shrunk_grids","nodes_per_area_border_buffer"
3227,"MOCKUP","15","percentage",7,1,"1296100.6129528615","227812.54052203498","5.4008152839710035e-06","4.389573979151845e-06"
3227,"ORIGINAL","5","percentage",8,0,"1447799.0740821087","76114.07939276937","5.525628620167426e-06","0"
3227,"ORIGINAL","10","percentage",8,0,"1371657.4143687456","152255.73910613242","5.832360118639174e-06","0"
3227,"ORIGINAL","15","percentage",7,1,"1295238.902728027","228674.2507468511","5.404408395437034e-06","4.373032804235701e-06"
3234,"MOCKUP","5","percentage",26,1,"916363.6256145302","47475.62080028828","2.837301620583633e-05","2.106344231298452e-05"
3234,"MOCKUP","10","percentage",25,2,"868185.3324754161","95653.91393940325","2.8795694956880547e-05","2.0908710554875986e-05"
3234,"MOCKUP","15","percentage",25,2,"819995.3771467069","143843.86926811188","3.0487976757858238e-05","1.390396413956428e-05"
3234,"ORIGINAL","5","percentage",26,1,"915698.8773357589","48140.36907890288","2.839361349404231e-05","2.077258689813913e-05"
3234,"ORIGINAL","10","percentage",25,2,"867541.06426817","96298.18214649172","2.8817079709176883e-05","2.0768824036133303e-05"
3234,"ORIGINAL","15","percentage",22,5,"819208.1487634489","144631.09765121283","2.6855201615374345e-05","3.45707118399794e-05"
3240,"MOCKUP","5","percentage",22,2,"1084112.7058038684","56213.63566864142","2.0293093035642474e-05","3.5578556273948546e-05"
3240,"MOCKUP","10","percentage",23,1,"1027049.1521834615","113277.18928903434","2.2394254404575486e-05","8.827902654332577e-06"
3240,"MOCKUP","15","percentage",17,7,"970075.3776306493","170250.9638417313","1.7524411393186248e-05","4.111577310368322e-05"
3240,"ORIGINAL","5","percentage",22,2,"1083371.0701518855","56955.2713204294","2.0306984934456173e-05","3.5115274734590124e-05"
3240,"ORIGINAL","10","percentage",19,5,"1026395.1608468919","113931.18062542297","1.851138891216406e-05","4.388614225317949e-05"
3240,"ORIGINAL","15","percentage",19,5,"969212.0865457851","171114.25492652983","1.9603552477058848e-05","2.9220242358807666e-05"
3242,"MOCKUP","5","percentage",557,38,"803868385.8883313","41659864.99587858","6.928994967061376e-07","9.121488992765423e-07"
3242,"MOCKUP","10","percentage",541,54,"761613900.8652768","83914350.01893306","7.103336735127401e-07","6.435132964482991e-07"
3242,"MOCKUP","15","percentage",499,96,"719372125.6502166","126156125.23399329","6.936604605703487e-07","7.609618623110058e-07"
3242,"ORIGINAL","5","percentage",559,36,"803297086.5100442","42231164.374216914","6.958820209700964e-07","8.52451040208089e-07"
3242,"ORIGINAL","10","percentage",536,59,"761050619.0673497","84477631.81691146","7.042895525883099e-07","6.984097296651357e-07"
3242,"ORIGINAL","15","percentage",505,90,"718650542.567641","126877708.31662011","7.027059329778051e-07","7.093444640047192e-07"
3245,"MOCKUP","5","percentage",228,17,"235892255.73798817","12234431.151192725","9.665429638065171e-07","1.3895210811123559e-06"
3245,"MOCKUP","10","percentage",214,31,"223461828.81595075","24664858.073230147","9.576579639301898e-07","1.2568489106225857e-06"
3245,"MOCKUP","15","percentage",205,40,"211086020.5009268","37040666.388254106","9.711680551536094e-07","1.0798941784882229e-06"
3245,"ORIGINAL","5","percentage",225,20,"235733631.0088052","12393055.880394012","9.544671205255211e-07","1.613806973277695e-06"
3245,"ORIGINAL","10","percentage",213,32,"223336084.3279453","24790602.561253905","9.537195954740218e-07","1.2908117066107102e-06"
3245,"ORIGINAL","15","percentage",198,47,"210893459.9041528","37233226.98504639","9.388626849309947e-07","1.262313363783272e-06"
3246,"MOCKUP","5","percentage",123,10,"314532753.22674114","16296413.861422658","3.91056253246006e-07","6.13631936758325e-07"
3246,"MOCKUP","10","percentage",121,12,"297977825.776646","32851341.311517775","4.060704842201831e-07","3.652818886817497e-07"
3246,"MOCKUP","15","percentage",104,29,"281439618.69088095","49389548.39728284","3.695286416452559e-07","5.87168762239491e-07"
3246,"ORIGINAL","5","percentage",125,8,"314305413.0223405","16523754.065801919","3.9770234561984823e-07","4.841514808403649e-07"
3246,"ORIGINAL","10","percentage",120,13,"297775671.339085","33053495.749057412","4.029879253075475e-07","3.933018189269957e-07"
3246,"ORIGINAL","15","percentage",112,21,"281185827.16452116","49643339.92362124","3.983131053560145e-07","4.230174688550277e-07"
3248,"MOCKUP","5","percentage",38,1,"4249897.856493687","220032.60440688673","8.941391365897748e-06","4.544781000504765e-06"
3248,"MOCKUP","10","percentage",35,4,"4026169.0028220024","443761.45807854924","8.693127381256965e-06","9.013851760176903e-06"
3248,"MOCKUP","15","percentage",34,5,"3803068.4403911484","666862.0205093203","8.940149390659684e-06","7.497802913084204e-06"
3248,"ORIGINAL","5","percentage",37,2,"4246673.222600008","223257.238300235","8.712702405047992e-06","8.95827618054834e-06"
3248,"ORIGINAL","10","percentage",35,4,"4023335.0859120474","446595.37498819595","8.699250560201816e-06","8.956653436246904e-06"
3248,"ORIGINAL","15","percentage",35,4,"3799184.8892575623","670745.571642681","9.212502423602687e-06","5.963513095142544e-06"
3254,"MOCKUP","5","percentage",4037,217,"2544627073.3526874","131804197.47800922","1.5864800159816851e-06","1.64638155803957e-06"
3254,"MOCKUP","10","percentage",3814,440,"2410825229.109973","265606041.72072363","1.582030897116524e-06","1.6565888228651294e-06"
3254,"MOCKUP","15","percentage",3636,618,"2277168550.8549542","399262719.97574234","1.596719750338585e-06","1.5478530027485343e-06"
3254,"ORIGINAL","5","percentage",3704,550,"2542752932.7918496","133678338.03851318","1.4566889107598605e-06","4.114353963927522e-06"
3254,"ORIGINAL","10","percentage",3410,844,"2409026154.412901","267405116.41746187","1.415509746024756e-06","3.1562597279641495e-06"
3254,"ORIGINAL","15","percentage",3128,1126,"2274813142.531382","401618128.2989807","1.3750579955412087e-06","2.803658302898519e-06"
3288,"MOCKUP","5","percentage",697,33,"15107923891.398716","782012660.9284477","4.6134730689027225e-08","4.219880527358805e-08"
3288,"MOCKUP","10","percentage",656,74,"14313448571.881477","1576487980.4460468","4.5831023649234375e-08","4.693978065031784e-08"
3288,"MOCKUP","15","percentage",625,105,"13519188758.048885","2370747794.278534","4.62305846294139e-08","4.428982292144391e-08"
3288,"ORIGINAL","5","percentage",679,51,"15096290064.04899","793646488.2814579","4.497793809732116e-08","6.426034859731329e-08"
3288,"ORIGINAL","10","percentage",640,90,"14302355986.459166","1587580565.8712826","4.474787235095557e-08","5.6690036357686805e-08"
3288,"ORIGINAL","15","percentage",593,137,"13505535147.499016","2384401404.8314323","4.390792319768336e-08","5.745676869775429e-08"
3300,"MOCKUP","5","percentage",70,7,"481112.4242210033","24869.205292312254","0.0001454961386901222","0.00028147260508416366"
3300,"MOCKUP","10","percentage",71,6,"455804.00514687115","50177.624366453965","0.00015576870584347338","0.00011957521057954418"
3300,"MOCKUP","15","percentage",63,14,"430482.3508351528","75499.27867816563","0.00014634746320674356","0.0001854322351830468"
3300,"ORIGINAL","5","percentage",70,7,"480706.2045006681","25275.425012670225","0.00014561908988196284","0.00027694885433147005"
3300,"ORIGINAL","10","percentage",66,11,"455418.29813544796","50563.33137789037","0.0001449217132254327","0.0002175489569267172"
3300,"ORIGINAL","15","percentage",64,13,"430053.15015461633","75928.47935872199","0.0001488188145511553","0.0001712137541775578"
3301,"MOCKUP","5","percentage",606,25,"216896974.64395958","11244342.99262768","2.7939532167046602e-06","2.2233402179559246e-06"
3301,"MOCKUP","10","percentage",555,76,"205521935.7619465","22619381.874640763","2.7004416727703925e-06","3.3599503479449974e-06"
3301,"MOCKUP","15","percentage",545,86,"194102479.94218433","34038837.69440293","2.807795140805695e-06","2.5265257519101816e-06"
3301,"ORIGINAL","5","percentage",548,83,"216746460.23741323","11394857.399184793","2.528299652043905e-06","7.283987600049998e-06"
3301,"ORIGINAL","10","percentage",502,129,"205347473.7367334","22793843.899864614","2.4446368434198088e-06","5.659422805855322e-06"
3301,"ORIGINAL","15","percentage",474,157,"193907040.26549622","34234277.3711018","2.4444702954106377e-06","4.586046852927836e-06"
3303,"MOCKUP","5","percentage",87,5,"2694399.1389340595","139578.9841092066","3.2289202717908515e-05","3.582201168685968e-05"
3303,"MOCKUP","10","percentage",88,4,"2552589.7325425358","281388.39050101116","3.447479196445197e-05","1.4215227546801104e-05"
3303,"MOCKUP","15","percentage",73,19,"2411022.8374685957","422955.2855749512","3.027760619498937e-05","4.492200629239575e-05"
3303,"ORIGINAL","5","percentage",83,9,"2692298.2533449167","141679.86969855102","3.082867951085309e-05","6.352349151046717e-05"
3303,"ORIGINAL","10","percentage",79,13,"2550600.5457360367","283377.577307431","3.0973097740478474e-05","4.587518929169383e-05"
3303,"ORIGINAL","15","percentage",73,19,"2408924.758265798","425053.3647776698","3.030397680521712e-05","4.470026960012002e-05"
3360,"MOCKUP","5","percentage",39,1,"586532.8537461767","30405.598673856934","6.64924390013408e-05","3.2888679835789945e-05"
3360,"MOCKUP","10","percentage",35,5,"555707.392957733","61231.05946227361","6.298278634321155e-05","8.165790440194257e-05"
3360,"MOCKUP","15","percentage",32,8,"524867.4154531196","92071.03696691163","6.096777787657919e-05","8.688943085190872e-05"
3360,"ORIGINAL","5","percentage",35,5,"586124.5411858803","30813.911234394414","5.971427152527349e-05","0.00016226437345022958"
3360,"ORIGINAL","10","percentage",35,5,"555299.4639833719","61638.98843690287","6.30290541772395e-05","8.111748954346129e-05"
3360,"ORIGINAL","15","percentage",35,5,"524362.3060347205","92576.14638555422","6.674774215689425e-05","5.4009593131867613e-05"
3397,"MOCKUP","5","percentage",209,9,"10508369.492571164","544393.7507611327","1.9888908564525776e-05","1.653215156753148e-05"
3397,"MOCKUP","10","percentage",195,23,"9956448.049749132","1096315.1935837232","1.9585297791506413e-05","2.097936810016812e-05"
3397,"MOCKUP","15","percentage",185,33,"9403556.484477175","1649206.7588551696","1.9673407641607393e-05","2.0009619668856813e-05"
3397,"ORIGINAL","5","percentage",198,20,"10500716.831652872","552046.4116722625","1.8855855573893584e-05","3.622883796928572e-05"
3397,"ORIGINAL","10","percentage",184,34,"9948470.385117205","1104292.8582079299","1.849530559745766e-05","3.078893406516812e-05"
3397,"ORIGINAL","15","percentage",168,50,"9394215.966437658","1658547.2768874764","1.7883344453673082e-05","3.01468644860295e-05"
3406,"MOCKUP","5","percentage",10272,499,"1847333366.9754374","95641660.79299378","5.560447390617927e-06","5.217391624765201e-06"
3406,"MOCKUP","10","percentage",9714,1057,"1750246841.5890088","192728186.17942238","5.550074291910096e-06","5.484407968308146e-06"
3406,"MOCKUP","15","percentage",9207,1564,"1653035067.5869503","289939960.1814809","5.5697547986323695e-06","5.394220234496315e-06"
3406,"ORIGINAL","5","percentage",9642,1129,"1845930447.0043616","97044580.76526237","5.223382070352306e-06","1.16338284023391e-05"
3406,"ORIGINAL","10","percentage",9131,1640,"1748850705.8906124","194124321.87901163","5.221143216653239e-06","8.448194353627328e-06"
3406,"ORIGINAL","15","percentage",8616,2155,"1651417986.3820457","291557041.38757825","5.217334479247181e-06","7.39134952715916e-06"
3408,"MOCKUP","5","percentage",1173,61,"610982724.0891355","31627629.662014604","1.9198578842777105e-06","1.9286933814474937e-06"
3408,"MOCKUP","10","percentage",1121,113,"578836416.2393581","63773937.51183164","1.9366438747634854e-06","1.7718836943231819e-06"
3408,"MOCKUP","15","percentage",1050,184,"546722242.0704417","95888111.68074727","1.9205364611171503e-06","1.918903154674847e-06"
3408,"ORIGINAL","5","percentage",1134,100,"610514223.3032252","32096130.447742462","1.8574505829928457e-06","3.1156403779831246e-06"
3408,"ORIGINAL","10","percentage",1076,158,"578406462.3127034","64203891.43826425","1.8602835032266342e-06","2.4609100236848745e-06"
3408,"ORIGINAL","15","percentage",1016,218,"546181956.7643917","96428396.98657596","1.8601859461246818e-06","2.2607448304916687e-06"
3430,"MOCKUP","5","percentage",2321,120,"48948731.15072362","2534929.4747559875","4.741695944789956e-05","4.733859509505731e-05"
3430,"MOCKUP","10","percentage",2193,248,"46375149.408876956","5108511.216605298","4.7288257352335865e-05","4.854643348807222e-05"
3430,"MOCKUP","15","percentage",2071,370,"43800464.33807167","7683196.287406772","4.728260376454211e-05","4.815704117913173e-05"
3430,"ORIGINAL","5","percentage",2274,167,"48912232.56269029","2571428.06276004","4.649143743511275e-05","6.494445729146733e-05"
3430,"ORIGINAL","10","percentage",2148,293,"46339872.701694876","5143787.923755452","4.635317006214903e-05","5.6961912960455464e-05"
3430,"ORIGINAL","15","percentage",2023,418,"43758159.68064073","7725500.944809601","4.6231377525115754e-05","5.410652370456759e-05"
3431,"MOCKUP","5","percentage",724,36,"14889297.101733504","770989.3455853164","4.862553249177273e-05","4.6693252255865707e-05"
3431,"MOCKUP","10","percentage",693,67,"14106261.409567684","1554025.037750844","4.912712021131037e-05","4.311384847246076e-05"
3431,"MOCKUP","15","percentage",630,130,"13323362.631039051","2336923.816279391","4.728536011864657e-05","5.56286854943233e-05"
3431,"ORIGINAL","5","percentage",719,41,"14878110.27544067","782176.1718714349","4.832602976379701e-05","5.2417858628834716e-05"
3431,"ORIGINAL","10","percentage",689,71,"14095650.673344463","1564635.7739676423","4.888032599324637e-05","4.5377973060117646e-05"
3431,"ORIGINAL","15","percentage",649,111,"13310346.034217687","2349940.413094418","4.875906293732542e-05","4.723524025608565e-05"
3453,"MOCKUP","5","percentage",1963,111,"586111525.3068411","30357232.74695742","3.349191945973644e-06","3.6564597611791565e-06"
3453,"MOCKUP","10","percentage",1875,199,"555311070.566562","61157687.4872365","3.3764859002126704e-06","3.2538836600309806e-06"
3453,"MOCKUP","15","percentage",1782,292,"524482863.7022948","91985894.35150373","3.3976324553693957e-06","3.174399749641903e-06"
3453,"ORIGINAL","5","percentage",1732,342,"585678309.3979267","30790448.656285882","2.9572548141324957e-06","1.1107340585314289e-05"
3453,"ORIGINAL","10","percentage",1578,496,"554876703.3571628","61592054.69704974","2.843875027465829e-06","8.052986743820359e-06"
3453,"ORIGINAL","15","percentage",1465,609,"523963101.9939713","92505656.06024128","2.795998409859128e-06","6.583381232423331e-06"
3454,"MOCKUP","5","percentage",4154,228,"162223623.67710775","8401825.984692812","2.5606628096707923e-05","2.7136958134504393e-05"
3454,"MOCKUP","10","percentage",3937,445,"153698700.71966773","16926748.942124963","2.5615050625448845e-05","2.628975011808353e-05"
3454,"MOCKUP","15","percentage",3672,710,"145166719.42499745","25458730.236804187","2.5295053952756668e-05","2.788827225065588e-05"
3454,"ORIGINAL","5","percentage",4101,281,"162103308.81235126","8522140.849428356","2.5298681624983152e-05","3.297293543544857e-05"
3454,"ORIGINAL","10","percentage",3859,523,"153578079.8606871","17047369.801092505","2.5127283812250775e-05","3.067921949851072e-05"
3454,"ORIGINAL","15","percentage",3641,741,"145021853.01404986","25603596.647729754","2.510656100668674e-05","2.894124642702117e-05"
3458,"MOCKUP","5","percentage",496,20,"15987009.951321002","827941.675136406","3.1025188669443196e-05","2.4156290956974643e-05"
3458,"MOCKUP","10","percentage",470,46,"15146581.975475237","1668369.6509824693","3.103010307942782e-05","2.7571827366262342e-05"
3458,"MOCKUP","15","percentage",416,100,"14306095.951076768","2508855.6753812917","2.9078513203225734e-05","3.9858809329397625e-05"
3458,"ORIGINAL","5","percentage",488,28,"15975103.80316887","839847.8232897334","3.054753233610907e-05","3.333937318587355e-05"
3458,"ORIGINAL","10","percentage",464,52,"15134951.646603018","1679999.9798555858","3.065751452890456e-05","3.095238132352237e-05"
3458,"ORIGINAL","15","percentage",435,81,"14291744.676281553","2523206.950177051","3.0437151646147303e-05","3.2102004155591085e-05"
3473,"MOCKUP","5","percentage",10351,503,"1990907097.1398783","103139867.57148695","5.199137626697985e-06","4.876872656941966e-06"
3473,"MOCKUP","10","percentage",9731,1123,"1886240776.3168898","207806188.39447546","5.158938414533132e-06","5.404073904999525e-06"
3473,"MOCKUP","15","percentage",9183,1671,"1781531766.0885828","312515198.62278247","5.154553050806166e-06","5.3469399484053875e-06"
3473,"ORIGINAL","5","percentage",9833,1021,"1989456887.1043851","104590077.60814285","4.942554957454613e-06","9.761920282966786e-06"
3473,"ORIGINAL","10","percentage",9279,1575,"1884828915.3427155","209218049.3698125","4.922993235337125e-06","7.528031184422526e-06"
3473,"ORIGINAL","15","percentage",8747,2107,"1779820520.1101944","314226444.60233355","4.9145404838115055e-06","6.705355440935262e-06"
3530,"MOCKUP","5","percentage",1525,78,"146139210.92713287","7569728.937547237","1.0435255468570903e-05","1.0304199878691265e-05"
3530,"MOCKUP","10","percentage",1449,154,"138458369.90738314","15250569.957289964","1.0465239486563778e-05","1.00979832512021e-05"
3530,"MOCKUP","15","percentage",1339,264,"130771386.75509885","22937553.109565943","1.0239242950811575e-05","1.1509510135582016e-05"
3530,"ORIGINAL","5","percentage",1501,102,"146031724.55691877","7677215.307733268","1.0278588468048635e-05","1.3286067397022887e-05"
3530,"ORIGINAL","10","percentage",1390,213,"138351727.46006033","15357212.40459171","1.0046856844640904e-05","1.3869704630530106e-05"
3530,"ORIGINAL","15","percentage",1309,294,"130643805.90443854","23065133.960213497","1.0019610121872051e-05","1.2746511704945617e-05"
3532,"MOCKUP","5","percentage",920,59,"57025590.83558969","2953212.277477242","1.6133107724432865e-05","1.997824553621329e-05"
3532,"MOCKUP","10","percentage",885,94,"54027946.46289969","5950856.650163583","1.6380411582137742e-05","1.5796045095022754e-05"
3532,"MOCKUP","15","percentage",856,123,"51028639.432847664","8950163.680217028","1.6774893658030473e-05","1.374276542806393e-05"
3532,"ORIGINAL","5","percentage",905,74,"56983075.17341914","2995727.9396348596","1.588190874651417e-05","2.4701842587554744e-05"
3532,"ORIGINAL","10","percentage",852,127,"53986261.754623","5992541.358430997","1.5781792854494887e-05","2.119301184652181e-05"
3532,"ORIGINAL","15","percentage",797,182,"50978551.93012731","9000251.182926692","1.56340258760663e-05","2.022165785164425e-05"
3546,"MOCKUP","5","percentage",461,14,"15018733.190013641","778006.7668313403","3.069499898343832e-05","1.7994702098825036e-05"
3546,"MOCKUP","10","percentage",419,56,"14229510.58577718","1567229.3710683472","2.9445847590766965e-05","3.573184693560584e-05"
3546,"MOCKUP","15","percentage",416,59,"13439579.958856812","2357159.9979907814","3.0953348339272466e-05","2.5030121014394858e-05"
3546,"ORIGINAL","5","percentage",458,17,"15007748.972766452","788990.9840849247","3.051756801310454e-05","2.154650730225603e-05"
3546,"ORIGINAL","10","percentage",430,45,"14218472.103973","1578267.8528783768","3.0242349308393492e-05","2.8512270536291378e-05"
3546,"ORIGINAL","15","percentage",396,79,"13426325.426732581","2370414.530118795","2.949429478385362e-05","3.332750411213555e-05"
3550,"MOCKUP","5","percentage",88,5,"6237159.381388667","322861.8758363463","1.410898689916231e-05","1.5486498636755808e-05"
3550,"MOCKUP","10","percentage",80,13,"5909227.49557524","650793.761649766","1.35381486090869e-05","1.9975606353455084e-05"
3550,"MOCKUP","15","percentage",84,9,"5581227.98939922","978793.2678258996","1.5050451291283303e-05","9.194995813560144e-06"
3550,"ORIGINAL","5","percentage",90,3,"6232371.495802347","327649.7614229191","1.4440730957809108e-05","9.156118371554993e-06"
3550,"ORIGINAL","10","percentage",81,12,"5904603.01229308","655418.2449321859","1.3718111078994162e-05","1.8308919675010885e-05"
3550,"ORIGINAL","15","percentage",74,19,"5575642.762680252","984378.4945450136","1.3272012420757684e-05","1.9301518780925753e-05"
3582,"MOCKUP","5","percentage",2018,107,"415681780.4039452","21522061.626286566","4.854675126821718e-06","4.971642673363252e-06"
3582,"MOCKUP","10","percentage",1939,186,"393826290.59135175","43377551.438874304","4.923490499043335e-06","4.287932209869034e-06"
3582,"MOCKUP","15","percentage",1819,306,"371958797.77947193","65245044.25075412","4.890326592243838e-06","4.690011379622341e-06"
3582,"ORIGINAL","5","percentage",1929,196,"415367087.50883067","21836754.521398425","4.644084854120729e-06","8.975692784746667e-06"
3582,"ORIGINAL","10","percentage",1821,304,"393522421.2132833","43681420.81694579","4.6274364606357334e-06","6.959480582693549e-06"
3582,"ORIGINAL","15","percentage",1723,402,"371598328.430879","65605513.599350095","4.636726993029236e-06","6.127533768807845e-06"
3583,"MOCKUP","5","percentage",2026,89,"369276582.23623496","19137338.525428772","5.486402597562821e-06","4.650594432540402e-06"
3583,"MOCKUP","10","percentage",1899,216,"349870558.97625184","38543361.785411894","5.427721628126185e-06","5.604077848802303e-06"
3583,"MOCKUP","15","percentage",1772,343,"330459276.8447896","57954643.91687411","5.362234091047395e-06","5.918421317400794e-06"
3583,"ORIGINAL","5","percentage",1923,192,"369014046.9036112","19399873.85806626","5.211183737139145e-06","9.896971568202668e-06"
3583,"ORIGINAL","10","percentage",1799,316,"349607144.19208294","38806776.5695945","5.145775851226839e-06","8.142907706681033e-06"
3583,"ORIGINAL","15","percentage",1672,443,"330129678.62541515","58284242.1362623","5.064676423403759e-06","7.600682170050588e-06"
3590,"MOCKUP","5","percentage",420,23,"62480223.91509712","3234558.8725600317","6.7221269976677415e-06","7.110706871072149e-06"
3590,"MOCKUP","10","percentage",403,40,"59192858.74583668","6521924.0418204665","6.808253707265742e-06","6.133159439378381e-06"
3590,"MOCKUP","15","percentage",383,60,"55908257.39897513","9806525.388682023","6.850508633578354e-06","6.118375022946214e-06"
3590,"ORIGINAL","5","percentage",366,77,"62432567.3338771","3282215.45376572","5.862324995265755e-06","2.345976401751966e-05"
3590,"ORIGINAL","10","percentage",332,111,"59149162.70837082","6565620.079272002","5.6129281429881545e-06","1.69062477968277e-05"
3590,"ORIGINAL","15","percentage",315,128,"55853819.75662246","9860963.031020358","5.639721712365986e-06","1.2980476612410062e-05"
3592,"MOCKUP","5","percentage",1653,85,"112440535.05117497","5821268.24066861","1.4701104003531035e-05","1.4601629144345565e-05"
3592,"MOCKUP","10","percentage",1577,161,"106523253.67993559","11738549.611907989","1.480427930542117e-05","1.3715493423197364e-05"
3592,"MOCKUP","15","percentage",1497,241,"100614743.89970419","17647059.39213939","1.4878535113027318e-05","1.3656666226632054e-05"
3592,"ORIGINAL","5","percentage",1643,95,"112355047.52849574","5906755.763328478","1.46232860573825e-05","1.6083278843150808e-05"
3592,"ORIGINAL","10","percentage",1567,171,"106446151.51839949","11815651.77342473","1.4721058278270774e-05","1.4472329015704919e-05"
3592,"ORIGINAL","15","percentage",1485,253,"100515770.80098936","17746032.490834862","1.4773801047998166e-05","1.4256707809515433e-05"
3600,"MOCKUP","5","percentage",121,7,"13815229.471743893","715725.1398236435","8.758450248508698e-06","9.780290799516723e-06"
3600,"MOCKUP","10","percentage",108,20,"13089210.074658168","1441744.5369090997","8.251070873184108e-06","1.3872083082677897e-05"
3600,"MOCKUP","15","percentage",115,13,"12362505.823429435","2168448.7881382164","9.302321199481409e-06","5.995068950261685e-06"
3600,"ORIGINAL","5","percentage",108,20,"13805185.22747691","725769.3840887304","7.823147478314459e-06","2.755696291200244e-05"
3600,"ORIGINAL","10","percentage",104,24,"13079152.869825013","1451801.7417406272","7.951585323231368e-06","1.6531182812348313e-05"
3600,"ORIGINAL","15","percentage",97,31,"12350480.664176673","2180473.9473889675","7.853945335209055e-06","1.4217092589948754e-05"
3601,"MOCKUP","5","percentage",680,34,"22771811.319079746","1178216.1444246992","2.9861480515177575e-05","2.8857183939370955e-05"
3601,"MOCKUP","10","percentage",642,72,"21572710.037809957","2377317.425694488","2.9759821500163052e-05","3.028623742955427e-05"
3601,"MOCKUP","15","percentage",601,113,"20375237.201578405","3574790.26192604","2.949658912208602e-05","3.161024611808062e-05"
3601,"ORIGINAL","5","percentage",674,40,"22753809.03194001","1196218.4315587021","2.9621414113737693e-05","3.3438708972138986e-05"
3601,"ORIGINAL","10","percentage",628,86,"21557157.167154618","2392870.296344094","2.9131856075941543e-05","3.59401009454602e-05"
3601,"ORIGINAL","15","percentage",596,118,"20356154.287409347","3593873.176089365","2.927861479064525e-05","3.283365723227898e-05"
3603,"MOCKUP","5","percentage",175,10,"3577526.1778284684","185176.70352690062","4.891648343052061e-05","5.400247336483825e-05"
3603,"MOCKUP","10","percentage",164,21,"3389293.9901121003","373408.89124326874","4.838765845584724e-05","5.623861802026268e-05"
3603,"MOCKUP","15","percentage",152,33,"3201367.163702139","561335.7176532298","4.747971483040498e-05","5.87883488653862e-05"
3603,"ORIGINAL","5","percentage",181,4,"3574769.290224961","187933.59113099426","5.063263816631076e-05","2.128411411673554e-05"
3603,"ORIGINAL","10","percentage",175,10,"3386767.6038095606","375935.2775463946","5.167168830927566e-05","2.6600323505861693e-05"
3603,"ORIGINAL","15","percentage",168,17,"3198082.3448667857","564620.5364891696","5.25314803946982e-05","3.0108717096453134e-05"
3625,"MOCKUP","5","percentage",158,8,"34702622.97433134","1797738.2551404387","4.552969961863362e-06","4.450036025614331e-06"
3625,"MOCKUP","10","percentage",142,24,"32879051.234524444","3621309.9949473366","4.318859415593287e-06","6.627435937129437e-06"
3625,"MOCKUP","15","percentage",140,26,"31054142.320528366","5446218.908943132","4.508255245144958e-06","4.773954267116568e-06"
3625,"ORIGINAL","5","percentage",157,9,"34677298.41707233","1823062.812406972","4.527457650008449e-06","4.936747071329587e-06"
3625,"ORIGINAL","10","percentage",149,17,"32853575.04352356","3646786.1859557442","4.535275074405409e-06","4.661638805551377e-06"
3625,"ORIGINAL","15","percentage",142,24,"31023220.629415505","5477140.600063801","4.577216585481098e-06","4.3818484410862915e-06"
3626,"MOCKUP","5","percentage",377,24,"35917567.39239307","1861129.6599745825","1.0496256494248113e-05","1.2895393865426748e-05"
3626,"MOCKUP","10","percentage",372,29,"34029503.916628644","3749193.135739006","1.0931690362321762e-05","7.734997624837962e-06"
3626,"MOCKUP","15","percentage",341,60,"32141047.397703037","5637649.654664613","1.0609486236729472e-05","1.0642732996073243e-05"
3626,"ORIGINAL","5","percentage",322,79,"35891785.89928619","1886911.153066747","8.971412035710485e-06","4.186736607688358e-05"
3626,"ORIGINAL","10","percentage",307,94,"34004191.04980263","3774506.002550304","9.028298880875213e-06","2.4903921185047112e-05"
3626,"ORIGINAL","15","percentage",287,114,"32109732.922894523","5668964.1294584125","8.938099880468532e-06","2.01094939739707e-05"
3627,"MOCKUP","5","percentage",382,19,"58223561.01853651","3023467.25979919","6.560917836653507e-06","6.284175870739188e-06"
3627,"MOCKUP","10","percentage",363,38,"55169496.903203964","6077531.3751326725","6.579722860929675e-06","6.252538679682334e-06"
3627,"MOCKUP","15","percentage",338,63,"52100040.41752403","9146987.860812798","6.48751895951145e-06","6.887513240276875e-06"
3627,"ORIGINAL","5","percentage",374,27,"58187957.76289259","3059070.515443422","6.427446749789626e-06","8.826210400738757e-06"
3627,"ORIGINAL","10","percentage",361,40,"55127778.83693424","6119249.441401772","6.548422730177894e-06","6.536749381283102e-06"
3627,"ORIGINAL","15","percentage",343,58,"52056473.130640514","9190555.147695497","6.588998051005298e-06","6.310826611441783e-06"
3628,"MOCKUP","5","percentage",282,13,"90613342.4838939","4689374.444702655","3.1121244650049652e-06","2.7722247718318656e-06"
3628,"MOCKUP","10","percentage",269,26,"85861568.14167175","9441148.78692481","3.1329500010545986e-06","2.7539021560604784e-06"
3628,"MOCKUP","15","percentage",247,48,"81082953.67479731","14219763.253799245","3.046262978907415e-06","3.3755836256398526e-06"
3628,"ORIGINAL","5","percentage",258,37,"90542685.31660083","4760031.611986175","2.8494847385832524e-06","7.773057621472675e-06"
3628,"ORIGINAL","10","percentage",244,51,"85780928.94929232","9521787.979294688","2.8444550902944375e-06","5.356136905264062e-06"
3628,"ORIGINAL","15","percentage",223,72,"81001858.85468768","14300858.073899329","2.7530232411091725e-06","5.034662929171228e-06"
3629,"MOCKUP","5","percentage",459,22,"170707029.1327263","8842561.708775192","2.6888172228873085e-06","2.4879668047063344e-06"
